kode_error,id_record,pesan_error
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
PARSE,,"line not matched"
